ID,IS_HCP
115710,0
115711,0
115712,0
115713,0
115714,1
115715,0
115716,0
115717,0
115718,0
115719,0
115720,0
115721,0
115722,1
115723,0
115724,1
115725,0
115726,0
115727,0
115728,0
115729,0
115730,0
115731,1
115732,0
115733,0
115734,1
115735,0
115736,1
115737,0
115738,0
115739,1
115740,0
115741,1
115742,0
115743,0
115744,1
115745,0
115746,1
115747,0
115748,1
115749,0
115750,0
115751,1
115752,1
115753,0
115754,0
115755,0
115756,0
115757,0
115758,0
115759,0
115760,1
115761,0
115762,1
115763,0
115764,0
115765,0
115766,0
115767,0
115768,1
115769,0
115770,1
115771,0
115772,0
115773,0
115774,0
115775,0
115776,0
115777,0
115778,0
115779,0
115780,0
115781,0
115782,0
115783,0
115784,1
115785,0
115786,0
115787,0
115788,0
115789,0
115790,0
115791,0
115792,0
115793,1
115794,0
115795,0
115796,0
115797,0
115798,1
115799,0
115800,0
115801,0
115802,0
115803,0
115804,0
115805,1
115806,1
115807,0
115808,1
115809,0
115810,0
115811,0
115812,0
115813,0
115814,0
115815,1
115816,0
115817,0
115818,1
115819,0
115820,0
115821,0
115822,0
115823,0
115824,0
115825,0
115826,1
115827,0
115828,0
115829,0
115830,1
115831,0
115832,0
115833,0
115834,0
115835,1
115836,0
115837,1
115838,1
115839,0
115840,0
115841,0
115842,1
115843,0
115844,0
115845,0
115846,0
115847,1
115848,0
115849,1
115850,0
115851,0
115852,1
115853,0
115854,1
115855,0
115856,0
115857,0
115858,0
115859,0
115860,0
115861,1
115862,1
115863,1
115864,1
115865,0
115866,0
115867,0
115868,1
115869,0
115870,1
115871,0
115872,0
115873,0
115874,1
115875,0
115876,0
115877,0
115878,0
115879,0
115880,0
115881,0
115882,0
115883,0
115884,0
115885,1
115886,0
115887,0
115888,0
115889,0
115890,1
115891,0
115892,1
115893,0
115894,0
115895,0
115896,0
115897,0
115898,1
115899,1
115900,0
115901,0
115902,1
115903,0
115904,0
115905,1
115906,0
115907,1
115908,1
115909,0
115910,0
115911,0
115912,0
115913,0
115914,0
115915,1
115916,1
115917,0
115918,1
115919,0
115920,1
115921,0
115922,0
115923,0
115924,1
115925,0
115926,1
115927,0
115928,0
115929,0
115930,0
115931,0
115932,1
115933,0
115934,1
115935,1
115936,0
115937,0
115938,0
115939,1
115940,0
115941,0
115942,1
115943,0
115944,1
115945,1
115946,0
115947,0
115948,0
115949,1
115950,0
115951,0
115952,0
115953,0
115954,0
115955,1
115956,0
115957,1
115958,1
115959,1
115960,0
115961,0
115962,0
115963,0
115964,1
115965,0
115966,1
115967,0
115968,1
115969,1
115970,0
115971,0
115972,0
115973,1
115974,1
115975,1
115976,0
115977,0
115978,0
115979,1
115980,0
115981,0
115982,1
115983,0
115984,0
115985,1
115986,0
115987,1
115988,0
115989,1
115990,1
115991,0
115992,1
115993,0
115994,0
115995,1
115996,0
115997,1
115998,1
115999,0
116000,0
116001,0
116002,1
116003,0
116004,0
116005,1
116006,0
116007,0
116008,1
116009,0
116010,1
116011,0
116012,0
116013,1
116014,0
116015,1
116016,1
116017,0
116018,0
116019,0
116020,0
116021,0
116022,0
116023,1
116024,1
116025,0
116026,0
116027,1
116028,0
116029,1
116030,1
116031,1
116032,0
116033,0
116034,0
116035,0
116036,1
116037,0
116038,0
116039,0
116040,0
116041,1
116042,1
116043,0
116044,1
116045,0
116046,1
116047,0
116048,1
116049,1
116050,0
116051,1
116052,0
116053,1
116054,0
116055,1
116056,0
116057,0
116058,0
116059,0
116060,0
116061,0
116062,0
116063,1
116064,0
116065,0
116066,0
116067,0
116068,0
116069,0
116070,0
116071,0
116072,0
116073,0
116074,1
116075,0
116076,1
116077,0
116078,1
116079,0
116080,1
116081,0
116082,0
116083,0
116084,0
116085,1
116086,0
116087,1
116088,0
116089,0
116090,1
116091,0
116092,0
116093,0
116094,0
116095,1
116096,1
116097,0
116098,0
116099,0
116100,1
116101,0
116102,0
116103,1
116104,0
116105,1
116106,1
116107,1
116108,1
116109,1
116110,0
116111,0
116112,0
116113,0
116114,1
116115,1
116116,0
116117,0
116118,0
116119,0
116120,1
116121,1
116122,0
116123,0
116124,0
116125,0
116126,1
116127,0
116128,0
116129,1
116130,0
116131,0
116132,1
116133,0
116134,0
116135,1
116136,1
116137,0
116138,0
116139,0
116140,1
116141,0
116142,0
116143,0
116144,1
116145,1
116146,1
116147,0
116148,0
116149,1
116150,0
116151,0
116152,1
116153,1
116154,0
116155,0
116156,1
116157,1
116158,0
116159,1
116160,1
116161,0
116162,1
116163,1
116164,0
116165,1
116166,0
116167,0
116168,0
116169,0
116170,0
116171,0
116172,0
116173,0
116174,1
116175,0
116176,0
116177,0
116178,0
116179,0
116180,0
116181,0
116182,0
116183,0
116184,1
116185,0
116186,0
116187,0
116188,0
116189,0
116190,0
116191,0
116192,0
116193,1
116194,0
116195,0
116196,0
116197,1
116198,0
116199,0
116200,0
116201,0
116202,0
116203,1
116204,1
116205,1
116206,0
116207,0
116208,1
116209,1
116210,0
116211,0
116212,0
116213,0
116214,0
116215,1
116216,1
116217,0
116218,1
116219,1
116220,0
116221,0
116222,1
116223,0
116224,0
116225,1
116226,0
116227,0
116228,1
116229,1
116230,1
116231,1
116232,0
116233,1
116234,0
116235,0
116236,1
116237,0
116238,0
116239,1
116240,1
116241,0
116242,0
116243,1
116244,0
116245,0
116246,1
116247,1
116248,0
116249,1
116250,0
116251,0
116252,1
116253,0
116254,0
116255,0
116256,0
116257,0
116258,1
116259,1
116260,1
116261,0
116262,1
116263,0
116264,0
116265,1
116266,0
116267,0
116268,0
116269,0
116270,0
116271,0
116272,0
116273,0
116274,0
116275,0
116276,0
116277,0
116278,0
116279,0
116280,0
116281,0
116282,0
116283,0
116284,1
116285,0
116286,0
116287,0
116288,0
116289,0
116290,0
116291,0
116292,0
116293,0
116294,0
116295,0
116296,1
116297,0
116298,0
116299,0
116300,0
116301,0
116302,1
116303,0
116304,0
116305,1
116306,1
116307,0
116308,0
116309,1
116310,1
116311,1
116312,0
116313,1
116314,0
116315,0
116316,0
116317,0
116318,0
116319,0
116320,1
116321,0
116322,1
116323,0
116324,1
116325,1
116326,0
116327,0
116328,1
116329,1
116330,1
116331,1
116332,1
116333,0
116334,0
116335,0
116336,0
116337,0
116338,1
116339,1
116340,0
116341,0
116342,1
116343,0
116344,0
116345,0
116346,0
116347,1
116348,0
116349,0
116350,1
116351,1
116352,0
116353,1
116354,0
116355,1
116356,1
116357,0
116358,0
116359,1
116360,1
116361,0
116362,0
116363,0
116364,0
116365,0
116366,1
116367,1
116368,0
116369,0
116370,0
116371,0
116372,0
116373,0
116374,0
116375,0
116376,1
116377,0
116378,0
116379,1
116380,0
116381,0
116382,0
116383,0
116384,1
116385,0
116386,0
116387,1
116388,0
116389,0
116390,1
116391,0
116392,1
116393,1
116394,0
116395,0
116396,0
116397,1
116398,0
116399,1
116400,0
116401,0
116402,0
116403,1
116404,1
116405,0
116406,1
116407,0
116408,0
116409,1
116410,0
116411,0
116412,0
116413,0
116414,1
116415,0
116416,0
116417,0
116418,0
116419,0
116420,1
116421,0
116422,0
116423,0
116424,0
116425,0
116426,0
116427,1
116428,0
116429,0
116430,1
116431,0
116432,0
116433,0
116434,1
116435,1
116436,1
116437,0
116438,0
116439,0
116440,0
116441,0
116442,0
116443,0
116444,0
116445,0
116446,1
116447,1
116448,0
116449,0
116450,0
116451,1
116452,0
116453,0
116454,0
116455,0
116456,1
116457,0
116458,1
116459,0
116460,0
116461,1
116462,1
116463,0
116464,1
116465,0
116466,1
116467,0
116468,0
116469,1
116470,1
116471,0
116472,0
116473,1
116474,0
116475,0
116476,1
116477,1
116478,0
116479,0
116480,1
116481,0
116482,0
116483,1
116484,0
116485,0
116486,1
116487,0
116488,0
116489,0
116490,0
116491,0
116492,0
116493,0
116494,0
116495,0
116496,1
116497,0
116498,1
116499,0
116500,0
116501,0
116502,1
116503,0
116504,0
116505,0
116506,0
116507,0
116508,0
116509,0
116510,0
116511,0
116512,0
116513,0
116514,1
116515,0
116516,1
116517,1
116518,1
116519,0
116520,0
116521,1
116522,1
116523,0
116524,0
116525,1
116526,0
116527,0
116528,0
116529,0
116530,0
116531,0
116532,0
116533,1
116534,0
116535,0
116536,0
116537,1
116538,0
116539,0
116540,0
116541,0
116542,1
116543,1
116544,0
116545,1
116546,1
116547,0
116548,0
116549,0
116550,0
116551,1
116552,1
116553,0
116554,0
116555,1
116556,0
116557,0
116558,0
116559,0
116560,0
116561,0
116562,1
116563,0
116564,0
116565,0
116566,1
116567,1
116568,1
116569,0
116570,1
116571,0
116572,1
116573,0
116574,0
116575,0
116576,0
116577,1
116578,0
116579,0
116580,1
116581,1
116582,0
116583,1
116584,0
116585,1
116586,0
116587,1
116588,1
116589,1
116590,0
116591,0
116592,0
116593,0
116594,0
116595,1
116596,0
116597,0
116598,0
116599,0
116600,0
116601,0
116602,0
116603,0
116604,0
116605,0
116606,0
116607,1
116608,0
116609,1
116610,1
116611,0
116612,0
116613,0
116614,0
116615,0
116616,1
116617,0
116618,1
116619,0
116620,1
116621,0
116622,0
116623,0
116624,1
116625,1
116626,1
116627,0
116628,0
116629,1
116630,0
116631,1
116632,0
116633,1
116634,0
116635,1
116636,0
116637,0
116638,0
116639,0
116640,1
116641,0
116642,0
116643,0
116644,0
116645,1
116646,0
116647,1
116648,1
116649,1
116650,0
116651,0
116652,1
116653,1
116654,1
116655,0
116656,0
116657,0
116658,1
116659,0
116660,0
116661,0
116662,0
116663,0
116664,0
116665,0
116666,1
116667,0
116668,0
116669,1
116670,0
116671,1
116672,0
116673,1
116674,0
116675,1
116676,0
116677,1
116678,1
116679,0
116680,0
116681,0
116682,0
116683,1
116684,0
116685,1
116686,0
116687,0
116688,1
116689,1
116690,1
116691,0
116692,1
116693,1
116694,0
116695,0
116696,0
116697,1
116698,1
116699,0
116700,0
116701,0
116702,0
116703,1
116704,1
116705,0
116706,0
116707,1
116708,1
116709,1
116710,0
116711,1
116712,1
116713,0
116714,0
116715,0
116716,0
116717,1
116718,1
116719,0
116720,1
116721,0
116722,1
116723,0
116724,0
116725,0
116726,1
116727,1
116728,0
116729,0
116730,0
116731,0
116732,1
116733,0
116734,1
116735,1
116736,1
116737,0
116738,0
116739,0
116740,0
116741,0
116742,0
116743,0
116744,0
116745,0
116746,1
116747,0
116748,1
116749,1
116750,0
116751,1
116752,0
116753,1
116754,0
116755,0
116756,0
116757,0
116758,1
116759,0
116760,1
116761,0
116762,0
116763,0
116764,0
116765,1
116766,0
116767,1
116768,0
116769,1
116770,1
116771,1
116772,1
116773,1
116774,0
116775,0
116776,1
116777,0
116778,0
116779,0
116780,1
116781,0
116782,1
116783,1
116784,0
116785,0
116786,0
116787,0
116788,0
116789,0
116790,1
116791,1
116792,0
116793,0
116794,1
116795,0
116796,0
116797,1
116798,1
116799,1
116800,0
116801,0
116802,1
116803,0
116804,1
116805,1
116806,0
116807,1
116808,0
116809,0
116810,1
116811,1
116812,1
116813,0
116814,1
116815,0
116816,1
116817,0
116818,1
116819,1
116820,1
116821,0
116822,1
116823,0
116824,0
116825,0
116826,0
116827,0
116828,0
116829,0
116830,1
116831,0
116832,0
116833,1
116834,0
116835,1
116836,1
116837,0
116838,1
116839,1
116840,0
116841,1
116842,0
116843,1
116844,1
116845,0
116846,1
116847,0
116848,0
116849,0
116850,0
116851,1
116852,1
116853,0
116854,1
116855,0
116856,0
116857,0
116858,1
116859,1
116860,0
116861,1
116862,1
116863,1
116864,1
116865,1
116866,0
116867,1
116868,1
116869,1
116870,1
116871,1
116872,1
116873,1
116874,1
116875,0
116876,0
116877,0
116878,1
116879,0
116880,0
116881,0
116882,1
116883,0
116884,0
116885,0
116886,1
116887,1
116888,1
116889,0
116890,1
116891,0
116892,0
116893,1
116894,1
116895,1
116896,1
116897,1
116898,1
116899,1
116900,0
116901,1
116902,0
116903,0
116904,0
116905,1
116906,0
116907,1
116908,0
116909,0
116910,1
116911,0
116912,1
116913,0
116914,1
116915,0
116916,1
116917,1
116918,1
116919,0
116920,0
116921,1
116922,0
116923,0
116924,1
116925,1
116926,1
116927,0
116928,0
116929,0
116930,0
116931,1
116932,1
116933,0
116934,0
116935,1
116936,1
116937,1
116938,0
116939,0
116940,0
116941,0
116942,0
116943,0
116944,0
116945,1
116946,0
116947,0
116948,0
116949,0
116950,1
116951,0
116952,0
116953,0
116954,1
116955,0
116956,1
116957,0
116958,0
116959,0
116960,0
116961,0
116962,0
116963,0
116964,1
116965,1
116966,1
116967,0
116968,0
116969,0
116970,1
116971,1
116972,1
116973,1
116974,1
116975,0
116976,1
116977,0
116978,0
116979,1
116980,0
116981,0
116982,1
116983,0
116984,1
116985,1
116986,1
116987,1
116988,1
116989,0
116990,1
116991,0
116992,1
116993,0
116994,0
116995,1
116996,0
116997,0
116998,0
116999,0
117000,1
117001,0
117002,0
117003,1
117004,0
117005,0
117006,0
117007,1
117008,0
117009,0
117010,0
117011,0
117012,1
117013,0
117014,0
117015,0
117016,1
117017,0
117018,1
117019,0
117020,1
117021,0
117022,0
117023,0
117024,1
117025,0
117026,1
117027,0
117028,0
117029,1
117030,0
117031,0
117032,1
117033,1
117034,1
117035,0
117036,0
117037,0
117038,1
117039,0
117040,1
117041,0
117042,1
117043,0
117044,0
117045,0
117046,1
117047,0
117048,0
117049,1
117050,0
117051,0
117052,0
117053,0
117054,1
117055,1
117056,0
117057,0
117058,0
117059,1
117060,0
117061,0
117062,0
117063,0
117064,0
117065,1
117066,1
117067,1
117068,1
117069,0
117070,1
117071,1
117072,0
117073,1
117074,0
117075,0
117076,1
117077,1
117078,0
117079,1
117080,0
117081,0
117082,0
117083,1
117084,0
117085,0
117086,1
117087,0
117088,0
117089,0
117090,0
117091,0
117092,0
117093,1
117094,0
117095,0
117096,1
117097,0
117098,1
117099,0
117100,0
117101,0
117102,0
117103,0
117104,0
117105,0
117106,0
117107,0
117108,0
117109,1
117110,0
117111,0
117112,0
117113,0
117114,1
117115,1
117116,1
117117,0
117118,0
117119,0
117120,0
117121,1
117122,1
117123,0
117124,1
117125,1
117126,0
117127,0
117128,0
117129,0
117130,0
117131,0
117132,0
117133,0
117134,0
117135,1
117136,0
117137,0
117138,0
117139,1
117140,0
117141,0
117142,0
117143,1
117144,1
117145,1
117146,1
117147,1
117148,0
117149,1
117150,0
117151,1
117152,0
117153,1
117154,0
117155,0
117156,1
117157,1
117158,0
117159,1
117160,0
117161,1
117162,0
117163,1
117164,0
117165,0
117166,0
117167,0
117168,0
117169,0
117170,0
117171,0
117172,1
117173,1
117174,0
117175,0
117176,0
117177,1
117178,0
117179,0
117180,0
117181,0
117182,0
117183,0
117184,0
117185,1
117186,1
117187,1
117188,0
117189,1
117190,1
117191,0
117192,0
117193,0
117194,1
117195,0
117196,0
117197,0
117198,1
117199,0
117200,0
117201,1
117202,1
117203,0
117204,0
117205,0
117206,0
117207,0
117208,0
117209,0
117210,0
117211,1
117212,0
117213,0
117214,1
117215,0
117216,0
117217,0
117218,0
117219,0
117220,1
117221,1
117222,1
117223,0
117224,0
117225,1
117226,1
117227,0
117228,0
117229,0
117230,0
117231,0
117232,1
117233,0
117234,1
117235,1
117236,1
117237,0
117238,1
117239,1
117240,0
117241,0
117242,1
117243,0
117244,0
117245,1
117246,0
117247,1
117248,1
117249,0
117250,1
117251,0
117252,0
117253,1
117254,0
117255,0
117256,1
117257,0
117258,1
117259,0
117260,0
117261,0
117262,0
117263,0
117264,1
117265,1
117266,1
117267,1
117268,1
117269,0
117270,1
117271,0
117272,0
117273,1
117274,1
117275,1
117276,1
117277,0
117278,0
117279,0
117280,1
117281,0
117282,0
117283,0
117284,1
117285,1
117286,0
117287,0
117288,0
117289,0
117290,0
117291,1
117292,1
117293,0
117294,1
117295,0
117296,0
117297,0
117298,0
117299,0
117300,0
117301,0
117302,1
117303,0
117304,0
117305,1
117306,0
117307,1
117308,1
117309,0
117310,0
117311,0
117312,0
117313,0
117314,1
117315,0
117316,1
117317,0
117318,1
117319,0
117320,1
117321,0
117322,0
117323,1
117324,0
117325,0
117326,0
117327,0
117328,1
117329,1
117330,0
117331,0
117332,0
117333,1
117334,1
117335,1
117336,0
117337,0
117338,0
117339,0
117340,0
117341,1
117342,0
117343,0
117344,0
117345,0
117346,0
117347,0
117348,0
117349,0
117350,0
117351,1
117352,0
117353,0
117354,1
117355,0
117356,1
117357,1
117358,0
117359,0
117360,0
117361,1
117362,1
117363,0
117364,1
117365,1
117366,0
117367,0
117368,0
117369,1
117370,0
117371,0
117372,0
117373,1
117374,0
117375,0
117376,1
117377,0
117378,0
117379,0
117380,1
117381,0
117382,1
117383,0
117384,0
117385,1
117386,1
117387,1
117388,0
117389,1
117390,1
117391,1
117392,0
117393,0
117394,1
117395,0
117396,0
117397,1
117398,1
117399,0
117400,0
117401,0
117402,1
117403,0
117404,0
117405,0
117406,0
117407,0
117408,1
117409,0
117410,1
117411,0
117412,1
117413,0
117414,0
117415,0
117416,0
117417,0
117418,1
117419,0
117420,0
117421,0
117422,0
117423,1
117424,1
117425,0
117426,1
117427,1
117428,0
117429,1
117430,0
117431,1
117432,0
117433,1
117434,1
117435,0
117436,1
117437,0
117438,1
117439,0
117440,0
117441,0
117442,0
117443,0
117444,0
117445,0
117446,1
117447,1
117448,0
117449,0
117450,1
117451,0
117452,0
117453,1
117454,1
117455,1
117456,0
117457,1
117458,0
117459,0
117460,1
117461,0
117462,1
117463,1
117464,0
117465,0
117466,0
117467,0
117468,0
117469,1
117470,0
117471,1
117472,0
117473,1
117474,1
117475,0
117476,0
117477,0
117478,0
117479,0
117480,1
117481,1
117482,0
117483,0
117484,0
117485,0
117486,1
117487,0
117488,1
117489,0
117490,1
117491,0
117492,0
117493,1
117494,1
117495,1
117496,1
117497,0
117498,0
117499,1
117500,0
117501,1
117502,0
117503,1
117504,0
117505,0
117506,0
117507,0
117508,0
117509,1
117510,0
117511,0
117512,0
117513,0
117514,1
117515,0
117516,0
117517,0
117518,1
117519,0
117520,0
117521,0
117522,1
117523,0
117524,0
117525,1
117526,0
117527,0
117528,1
117529,1
117530,1
117531,0
117532,0
117533,0
117534,0
117535,0
117536,1
117537,1
117538,1
117539,0
117540,1
117541,0
117542,0
117543,0
117544,0
117545,0
117546,0
117547,0
117548,0
117549,0
117550,0
117551,0
117552,1
117553,1
117554,1
117555,0
117556,1
117557,0
117558,1
117559,1
117560,0
117561,1
117562,0
117563,1
117564,1
117565,0
117566,0
117567,0
117568,1
117569,0
117570,0
117571,1
117572,0
117573,0
117574,0
117575,0
117576,1
117577,0
117578,0
117579,1
117580,1
117581,0
117582,1
117583,1
117584,1
117585,0
117586,0
117587,1
117588,0
117589,1
117590,0
117591,0
117592,1
117593,1
117594,0
117595,1
117596,1
117597,1
117598,0
117599,1
117600,0
117601,1
117602,1
117603,0
117604,0
117605,1
117606,0
117607,0
117608,0
117609,0
117610,0
117611,0
117612,0
117613,0
117614,0
117615,1
117616,0
117617,0
117618,0
117619,0
117620,0
117621,0
117622,0
117623,0
117624,0
117625,0
117626,0
117627,1
117628,0
117629,0
117630,0
117631,0
117632,0
117633,1
117634,1
117635,1
117636,0
117637,1
117638,0
117639,1
117640,0
117641,0
117642,0
117643,0
117644,0
117645,0
117646,1
117647,1
117648,0
117649,1
117650,1
117651,0
117652,0
117653,1
117654,0
117655,1
117656,0
117657,0
117658,0
117659,0
117660,0
117661,0
117662,0
117663,0
117664,1
117665,0
117666,0
117667,0
117668,1
117669,0
117670,0
117671,0
117672,0
117673,1
117674,0
117675,0
117676,0
117677,0
117678,0
117679,1
117680,1
117681,1
117682,1
117683,0
117684,1
117685,1
117686,1
117687,0
117688,1
117689,1
117690,0
117691,0
117692,0
117693,0
117694,0
117695,0
117696,0
117697,1
117698,1
117699,1
117700,1
117701,0
117702,1
117703,1
117704,0
117705,1
117706,0
117707,1
117708,0
117709,0
117710,0
117711,0
117712,0
117713,1
117714,1
117715,0
117716,1
117717,1
117718,0
117719,0
117720,0
117721,1
117722,0
117723,0
117724,0
117725,1
117726,0
117727,0
117728,0
117729,1
117730,0
117731,0
117732,1
117733,0
117734,0
117735,0
117736,1
117737,0
117738,1
117739,0
117740,0
117741,0
117742,0
117743,1
117744,1
117745,1
117746,1
117747,0
117748,0
117749,1
117750,0
117751,0
117752,0
117753,1
117754,0
117755,1
117756,0
117757,0
117758,1
117759,0
117760,0
117761,1
117762,0
117763,0
117764,0
117765,0
117766,0
117767,1
117768,0
117769,0
117770,0
117771,0
117772,0
117773,0
117774,1
117775,0
117776,0
117777,0
117778,1
117779,0
117780,0
117781,0
117782,1
117783,0
117784,0
117785,1
117786,0
117787,0
117788,0
117789,0
117790,1
117791,0
117792,0
117793,0
117794,0
117795,1
117796,0
117797,0
117798,0
117799,1
117800,0
117801,0
117802,1
117803,0
117804,1
117805,0
117806,0
117807,0
117808,0
117809,0
117810,1
117811,1
117812,1
117813,1
117814,0
117815,0
117816,0
117817,0
117818,0
117819,0
117820,0
117821,1
117822,0
117823,0
117824,1
117825,0
117826,0
117827,0
117828,1
117829,0
117830,0
117831,0
117832,0
117833,1
117834,1
117835,0
117836,1
117837,1
117838,0
117839,0
117840,1
117841,1
117842,0
117843,1
117844,1
117845,0
117846,0
117847,0
117848,0
117849,1
117850,0
117851,0
117852,0
117853,1
117854,0
117855,1
117856,0
117857,0
117858,0
117859,0
117860,0
117861,0
117862,0
117863,1
117864,0
117865,0
117866,1
117867,0
117868,0
117869,0
117870,0
117871,0
117872,0
117873,0
117874,0
117875,1
117876,1
117877,1
117878,0
117879,0
117880,0
117881,1
117882,1
117883,0
117884,0
117885,0
117886,0
117887,0
117888,1
117889,0
117890,0
117891,0
117892,0
117893,1
117894,1
117895,0
117896,0
117897,0
117898,0
117899,1
117900,0
117901,1
117902,0
117903,0
117904,0
117905,1
117906,1
117907,0
117908,1
117909,0
117910,0
117911,0
117912,1
117913,0
117914,0
117915,0
117916,1
117917,1
117918,0
117919,0
117920,0
117921,0
117922,0
117923,1
117924,1
117925,1
117926,0
117927,0
117928,0
117929,0
117930,1
117931,1
117932,1
117933,0
117934,0
117935,0
117936,1
117937,0
117938,0
117939,1
117940,0
117941,0
117942,1
117943,0
117944,0
117945,0
117946,0
117947,1
117948,0
117949,0
117950,0
117951,0
117952,0
117953,0
117954,0
117955,1
117956,0
117957,1
117958,1
117959,0
117960,0
117961,0
117962,0
117963,0
117964,0
117965,0
117966,0
117967,1
117968,0
117969,0
117970,0
117971,0
117972,0
117973,1
117974,1
117975,0
117976,1
117977,1
117978,1
117979,1
117980,1
117981,1
117982,0
117983,1
117984,0
117985,1
117986,0
117987,0
117988,0
117989,0
117990,0
117991,0
117992,1
117993,1
117994,1
117995,0
117996,0
117997,0
117998,0
117999,1
118000,0
118001,1
118002,1
118003,0
118004,0
118005,0
118006,1
118007,0
118008,0
118009,0
118010,0
118011,0
118012,1
118013,0
118014,1
118015,0
118016,1
118017,0
118018,0
118019,0
118020,0
118021,1
118022,1
118023,0
118024,0
118025,1
118026,0
118027,0
118028,1
118029,1
118030,0
118031,0
118032,0
118033,1
118034,0
118035,0
118036,0
118037,0
118038,0
118039,1
118040,1
118041,1
118042,0
118043,0
118044,0
118045,0
118046,1
118047,1
118048,0
118049,0
118050,0
118051,1
118052,0
118053,1
118054,1
118055,0
118056,0
118057,0
118058,0
118059,0
118060,1
118061,1
118062,0
118063,0
118064,0
118065,0
118066,0
118067,0
118068,0
118069,0
118070,1
118071,0
118072,0
118073,1
118074,0
118075,0
118076,0
118077,0
118078,1
118079,1
118080,0
118081,0
118082,1
118083,0
118084,0
118085,0
118086,1
118087,1
118088,0
118089,1
118090,0
118091,0
118092,0
118093,0
118094,1
118095,0
118096,0
118097,0
118098,0
118099,0
118100,0
118101,0
118102,0
118103,0
118104,1
118105,1
118106,0
118107,0
118108,1
118109,0
118110,0
118111,0
118112,0
118113,0
118114,1
118115,0
118116,0
118117,0
118118,0
118119,0
118120,1
118121,1
118122,0
118123,1
118124,1
118125,0
118126,0
118127,0
118128,0
118129,0
118130,0
118131,1
118132,0
118133,0
118134,0
118135,1
118136,0
118137,1
118138,0
118139,0
118140,0
118141,0
118142,0
118143,1
118144,0
118145,1
118146,1
118147,1
118148,1
118149,0
118150,0
118151,0
118152,1
118153,0
118154,0
118155,0
118156,0
118157,0
118158,0
118159,0
118160,1
118161,0
118162,0
118163,0
118164,1
118165,0
118166,0
118167,0
118168,0
118169,1
118170,1
118171,0
118172,0
118173,1
118174,0
118175,0
118176,1
118177,1
118178,0
118179,1
118180,0
118181,0
118182,0
118183,0
118184,1
118185,1
118186,0
118187,1
118188,0
118189,0
118190,0
118191,0
118192,0
118193,0
118194,1
118195,1
118196,0
118197,0
118198,0
118199,0
118200,1
118201,0
118202,0
118203,0
118204,1
118205,0
118206,0
118207,1
118208,0
118209,0
118210,0
118211,0
118212,0
118213,0
118214,1
118215,0
118216,1
118217,0
118218,0
118219,1
118220,1
118221,0
118222,1
118223,0
118224,0
118225,0
118226,1
118227,1
118228,1
118229,1
118230,1
118231,0
118232,1
118233,1
118234,1
118235,0
118236,0
118237,0
118238,1
118239,0
118240,1
118241,0
118242,1
118243,1
118244,0
118245,0
118246,0
118247,0
118248,1
118249,0
118250,1
118251,0
118252,1
118253,0
118254,0
118255,0
118256,1
118257,1
118258,1
118259,0
118260,1
118261,0
118262,0
118263,1
118264,1
118265,0
118266,0
118267,0
118268,1
118269,1
118270,0
118271,1
118272,1
118273,1
118274,0
118275,0
118276,1
118277,0
118278,0
118279,1
118280,0
118281,1
118282,0
118283,0
118284,1
118285,1
118286,0
118287,0
118288,0
118289,0
118290,0
118291,1
118292,0
118293,0
118294,1
118295,0
118296,1
